# x	y
1.000000000000000000e+00	9.863448576182464178e-01
2.000000000000000000e+00	9.228324310985240864e-01
3.000000000000000000e+00	9.366336077028839524e-01
4.000000000000000000e+00	9.440168702755453722e-01
5.000000000000000000e+00	9.168395245281292238e-01
6.000000000000000000e+00	8.961671812272706816e-01
7.000000000000000000e+00	8.835217292060300043e-01
8.000000000000000000e+00	8.896114200139579875e-01
9.000000000000000000e+00	8.888551251811104281e-01
1.000000000000000000e+01	8.936636980714889322e-01
1.100000000000000000e+01	8.993356022438473429e-01
1.200000000000000000e+01	9.049605256394211983e-01
1.300000000000000000e+01	9.094736625450554612e-01
1.400000000000000000e+01	9.121382941309726933e-01
1.500000000000000000e+01	9.089448602156889878e-01
1.600000000000000000e+01	9.080446858218438333e-01
1.700000000000000000e+01	9.045406633292644161e-01
1.800000000000000000e+01	9.007529864155758847e-01
1.900000000000000000e+01	8.950434122485166899e-01
2.000000000000000000e+01	8.891717489796638896e-01
2.100000000000000000e+01	8.831413811258134183e-01
2.200000000000000000e+01	8.859353030890214642e-01
2.300000000000000000e+01	8.833346470652725380e-01
2.400000000000000000e+01	8.819867376325399855e-01
2.500000000000000000e+01	8.841190291452259986e-01
2.600000000000000000e+01	8.860950957163821196e-01
2.700000000000000000e+01	8.824955393940302484e-01
2.800000000000000000e+01	8.851534044333059237e-01
2.900000000000000000e+01	8.879141091233810901e-01
3.000000000000000000e+01	8.886029762767634343e-01
3.100000000000000000e+01	8.904629435165074547e-01
3.200000000000000000e+01	8.926912240772084672e-01
3.300000000000000000e+01	8.937103204344009066e-01
3.400000000000000000e+01	8.931112269946829274e-01
3.500000000000000000e+01	8.922992417070285676e-01
3.600000000000000000e+01	8.910697393495533580e-01
3.700000000000000000e+01	8.910772846630826693e-01
3.800000000000000000e+01	8.905914598277965277e-01
3.900000000000000000e+01	8.899440245072688382e-01
4.000000000000000000e+01	8.904066020014880234e-01
4.100000000000000000e+01	8.917915694673548277e-01
4.200000000000000000e+01	8.915413809758048203e-01
4.300000000000000000e+01	8.932026773190798741e-01
4.400000000000000000e+01	8.945333795670376009e-01
4.500000000000000000e+01	8.941047268422355199e-01
4.600000000000000000e+01	8.933486442633239433e-01
4.700000000000000000e+01	8.937480544596547727e-01
4.800000000000000000e+01	8.932405675794967692e-01
4.900000000000000000e+01	8.918546803775495579e-01
5.000000000000000000e+01	8.893224063997863249e-01
