# x	y
0.000000000000000000e+00	4.961282610893249512e-01
1.000000000000000000e+01	4.232277870178222656e-01
2.000000000000000000e+01	4.303662478923797607e-01
3.000000000000000000e+01	3.727872967720031738e-01
4.000000000000000000e+01	3.823191523551940918e-01
5.000000000000000000e+01	3.357536494731903076e-01
6.000000000000000000e+01	2.999598383903503418e-01
7.000000000000000000e+01	3.496475219726562500e-01
8.000000000000000000e+01	2.913565039634704590e-01
9.000000000000000000e+01	3.003720045089721680e-01
1.000000000000000000e+02	2.890789210796356201e-01
1.100000000000000000e+02	2.809494733810424805e-01
1.200000000000000000e+02	2.611190080642700195e-01
1.300000000000000000e+02	2.782316803932189941e-01
1.400000000000000000e+02	2.721380591392517090e-01
1.500000000000000000e+02	2.264717519283294678e-01
1.600000000000000000e+02	2.303607463836669922e-01
1.700000000000000000e+02	2.266156226396560669e-01
1.800000000000000000e+02	2.442810833454132080e-01
1.900000000000000000e+02	2.082129716873168945e-01
2.000000000000000000e+02	2.040272057056427002e-01
2.100000000000000000e+02	2.182034254074096680e-01
2.200000000000000000e+02	2.231052070856094360e-01
2.300000000000000000e+02	2.268991321325302124e-01
2.400000000000000000e+02	2.308178097009658813e-01
2.500000000000000000e+02	2.059375345706939697e-01
2.600000000000000000e+02	2.064626365900039673e-01
2.700000000000000000e+02	1.930993795394897461e-01
2.800000000000000000e+02	2.454119920730590820e-01
2.900000000000000000e+02	2.387655675411224365e-01
3.000000000000000000e+02	2.316950410604476929e-01
3.100000000000000000e+02	1.995818465948104858e-01
3.200000000000000000e+02	2.449816465377807617e-01
3.300000000000000000e+02	1.974141746759414673e-01
3.400000000000000000e+02	1.836778819561004639e-01
3.500000000000000000e+02	1.984069049358367920e-01
3.600000000000000000e+02	1.787423193454742432e-01
3.700000000000000000e+02	1.858773827552795410e-01
3.800000000000000000e+02	1.998086422681808472e-01
3.900000000000000000e+02	1.737921535968780518e-01
4.000000000000000000e+02	2.192984074354171753e-01
4.100000000000000000e+02	2.048354148864746094e-01
4.200000000000000000e+02	1.975769698619842529e-01
4.300000000000000000e+02	2.242513298988342285e-01
4.400000000000000000e+02	2.074638307094573975e-01
4.500000000000000000e+02	1.881579458713531494e-01
4.600000000000000000e+02	1.703020930290222168e-01
4.700000000000000000e+02	2.029272764921188354e-01
4.800000000000000000e+02	1.747138798236846924e-01
4.900000000000000000e+02	2.001218497753143311e-01
5.000000000000000000e+02	1.555791795253753662e-01
5.100000000000000000e+02	1.941349953413009644e-01
5.200000000000000000e+02	1.556741893291473389e-01
5.300000000000000000e+02	1.866973638534545898e-01
5.400000000000000000e+02	1.668344438076019287e-01
5.500000000000000000e+02	1.589079499244689941e-01
5.600000000000000000e+02	1.911465525627136230e-01
5.700000000000000000e+02	1.784128546714782715e-01
5.800000000000000000e+02	1.629411131143569946e-01
5.900000000000000000e+02	1.887838840484619141e-01
6.000000000000000000e+02	1.671850234270095825e-01
6.100000000000000000e+02	1.518042385578155518e-01
6.200000000000000000e+02	1.723662465810775757e-01
6.300000000000000000e+02	1.500427126884460449e-01
6.400000000000000000e+02	1.466142535209655762e-01
6.500000000000000000e+02	1.842996776103973389e-01
6.600000000000000000e+02	1.777047663927078247e-01
6.700000000000000000e+02	1.654998660087585449e-01
6.800000000000000000e+02	1.566962599754333496e-01
6.900000000000000000e+02	1.844544559717178345e-01
7.000000000000000000e+02	1.342467069625854492e-01
7.100000000000000000e+02	1.836649626493453979e-01
7.200000000000000000e+02	1.559613496065139771e-01
7.300000000000000000e+02	1.727841645479202271e-01
7.400000000000000000e+02	1.741446107625961304e-01
7.500000000000000000e+02	1.784664988517761230e-01
7.600000000000000000e+02	1.684048324823379517e-01
7.700000000000000000e+02	1.738070547580718994e-01
7.800000000000000000e+02	1.536556035280227661e-01
7.900000000000000000e+02	1.380224376916885376e-01
8.000000000000000000e+02	1.376770585775375366e-01
8.100000000000000000e+02	1.451820582151412964e-01
8.200000000000000000e+02	1.450919210910797119e-01
8.300000000000000000e+02	1.489661931991577148e-01
8.400000000000000000e+02	1.781644225120544434e-01
8.500000000000000000e+02	1.460380703210830688e-01
8.600000000000000000e+02	1.492379307746887207e-01
8.700000000000000000e+02	1.742067337036132812e-01
8.800000000000000000e+02	1.465176194906234741e-01
8.900000000000000000e+02	1.577084362506866455e-01
9.000000000000000000e+02	1.648388355970382690e-01
